id,barangay,record_type,date,value,created_at,updated_at
2613,"Mauway","actual","""2017-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1323,"Addition Hills","actual","""2017-01-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1325,"Bagong Silang","actual","""2017-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1327,"Plainview","actual","""2020-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2617,"New Zaniga","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1329,"Hulo","actual","""2012-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1328,"Highway Hills","actual","""2019-12-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1330,"Plainview","actual","""2017-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1331,"Hulo","actual","""2016-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1333,"Addition Hills","actual","""2015-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1334,"Mauway","actual","""2012-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1335,"Barangka Ilaya","actual","""2011-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1336,"Barangka Ilaya","actual","""2023-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1339,"Plainview","actual","""2012-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1338,"Plainview","actual","""2018-08-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1342,"Mauway","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1340,"Addition Hills","actual","""2018-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1341,"Hulo","actual","""2017-02-28T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
2633,"New Zaniga","actual","""2016-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2634,"Malamig","actual","""2010-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1343,"Addition Hills","actual","""2015-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1345,"Addition Hills","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1344,"Addition Hills","actual","""2017-12-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1347,"Highway Hills","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1348,"Hagdang Bato Itaas","actual","""2020-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1350,"Highway Hills","actual","""2017-05-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1351,"Harapin ang Bukas","actual","""2021-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1352,"Addition Hills","actual","""2021-01-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1353,"Barangka Drive","actual","""2015-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1354,"Barangka Ibaba","actual","""2017-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2644,"Old Zaniga","actual","""2023-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1355,"Poblacion","actual","""2016-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1356,"Mauway","actual","""2013-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1357,"Poblacion","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1358,"Plainview","actual","""2012-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2649,"Hulo","actual","""2023-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1360,"Addition Hills","actual","""2018-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1361,"Buayang Bato","actual","""2017-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1362,"Addition Hills","actual","""2014-08-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1363,"Malamig","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
6491,"Hagdang Bato Libis","actual","""2025-09-30T16:00:00.000Z""","1",,
1364,"Plainview","actual","""2012-06-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1365,"Mabini J. Rizal","actual","""2013-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1366,"Highway Hills","actual","""2010-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1368,"Addition Hills","actual","""2012-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1367,"Barangka Ilaya","actual","""2024-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1369,"Plainview","actual","""2021-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1251,"Plainview","actual","""2019-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1252,"Mauway","actual","""2018-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1255,"Plainview","actual","""2024-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1256,"Hulo","actual","""2019-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1257,"Addition Hills","actual","""2017-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1258,"Plainview","actual","""2022-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1259,"Addition Hills","actual","""2017-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1260,"Hulo","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1261,"Plainview","actual","""2015-08-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1263,"Hulo","actual","""2014-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1264,"San Jose","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1265,"Barangka Ilaya","actual","""2011-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2554,"New Zaniga","actual","""2017-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1266,"Namayan","actual","""2013-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1267,"Barangka Ibaba","actual","""2024-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1268,"Addition Hills","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1269,"Barangka Drive","actual","""2018-03-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1270,"Addition Hills","actual","""2014-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2560,"Wack-wack Greenhills","actual","""2024-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2561,"Wack-wack Greenhills","actual","""2020-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2562,"Barangka Drive","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1271,"Malamig","actual","""2018-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1272,"Mabini J. Rizal","actual","""2020-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1275,"Plainview","actual","""2012-02-29T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1276,"Barangka Itaas","actual","""2009-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2567,"Wack-wack Greenhills","actual","""2011-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1277,"Highway Hills","actual","""2017-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1278,"Addition Hills","actual","""2016-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1279,"Daang Bakal","actual","""2019-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1281,"Barangka Itaas","actual","""2012-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1282,"Highway Hills","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1283,"Malamig","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2574,"Wack-wack Greenhills","actual","""2013-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1287,"Barangka Itaas","actual","""2018-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1288,"Hulo","actual","""2018-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1289,"Plainview","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1290,"Pleasant Hills","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1291,"Hulo","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1293,"Highway Hills","actual","""2011-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2581,"Wack-wack Greenhills","actual","""2011-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2582,"Old Zaniga","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1294,"Barangka Itaas","actual","""2019-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1297,"Highway Hills","actual","""2012-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1296,"Hagdang Bato Itaas","actual","""2019-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2585,"Bagong Silang","actual","""2024-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2586,"Wack-wack Greenhills","actual","""2018-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1298,"Plainview","actual","""2018-07-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1299,"Highway Hills","actual","""2024-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2589,"Bagong Silang","actual","""2019-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1300,"Plainview","actual","""2017-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1371,"Hulo","actual","""2012-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1372,"Barangka Drive","actual","""2018-04-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1373,"Mauway","actual","""2016-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1375,"Malamig","actual","""2014-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1376,"Malamig","actual","""2011-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2665,"New Zaniga","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1377,"Mauway","actual","""2016-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1378,"Addition Hills","actual","""2015-10-31T16:00:00.000Z""","5",,"""2025-10-27T01:52:24.405Z"""
1379,"Malamig","actual","""2016-02-29T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2670,"New Zaniga","actual","""2014-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1381,"Poblacion","actual","""2011-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1380,"Mauway","actual","""2016-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1382,"Harapin ang Bukas","actual","""2018-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1383,"Buayang Bato","actual","""2016-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1384,"Barangka Drive","actual","""2012-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1386,"Poblacion","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1385,"Addition Hills","actual","""2024-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1388,"Vergara","actual","""2013-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2679,"New Zaniga","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1389,"Barangka Itaas","actual","""2018-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1392,"Plainview","actual","""2014-05-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1391,"Buayang Bato","actual","""2020-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1393,"Malamig","actual","""2017-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1394,"Poblacion","actual","""2013-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2686,"San Jose","actual","""2023-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1395,"Poblacion","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1396,"Barangka Ilaya","actual","""2015-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1398,"Mabini J. Rizal","actual","""2016-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1399,"Plainview","actual","""2013-04-30T16:00:00.000Z""","5",,"""2025-10-27T01:52:24.405Z"""
2691,"Barangka Ilaya","actual","""2022-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1400,"Plainview","actual","""2013-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1401,"Mauway","actual","""2011-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2694,"Wack-wack Greenhills","actual","""2017-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1402,"Plainview","actual","""2018-04-30T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1403,"Barangka Ibaba","actual","""2010-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1404,"Plainview","actual","""2012-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1405,"Malamig","actual","""2011-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1407,"Pleasant Hills","actual","""2012-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1406,"Plainview","actual","""2015-10-31T16:00:00.000Z""","5",,"""2025-10-27T01:52:24.405Z"""
1408,"Buayang Bato","actual","""2015-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1409,"Addition Hills","actual","""2012-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1410,"Bagong Silang","actual","""2012-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1412,"Bagong Silang","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1413,"Hagdang Bato Itaas","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1414,"Addition Hills","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1415,"Hulo","actual","""2022-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2707,"New Zaniga","actual","""2018-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1416,"Bagong Silang","actual","""2011-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1418,"Addition Hills","actual","""2013-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1419,"Pag-asa","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1420,"Hulo","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1421,"Poblacion","actual","""2013-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2713,"Plainview","actual","""2012-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1422,"Hulo","actual","""2023-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1423,"Plainview","actual","""2010-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2716,"Pag-asa","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2717,"Wack-wack Greenhills","actual","""2014-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1424,"Highway Hills","actual","""2017-02-28T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1425,"Addition Hills","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1427,"Malamig","actual","""2017-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1429,"Barangka Ilaya","actual","""2013-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1430,"Barangka Drive","actual","""2013-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1432,"Addition Hills","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1433,"San Jose","actual","""2024-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2725,"Highway Hills","actual","""2010-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1435,"Buayang Bato","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1437,"Addition Hills","actual","""2013-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1436,"Highway Hills","actual","""2018-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2729,"Old Zaniga","actual","""2017-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1438,"Plainview","actual","""2016-02-29T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1439,"Highway Hills","actual","""2015-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1440,"Addition Hills","actual","""2011-05-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1442,"Addition Hills","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1443,"Vergara","actual","""2016-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1444,"Barangka Drive","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1445,"Mauway","actual","""2011-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1446,"Hagdang Bato Itaas","actual","""2011-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1447,"Barangka Ibaba","actual","""2018-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1448,"Barangka Itaas","actual","""2013-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1449,"Plainview","actual","""2017-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1451,"Barangka Ilaya","actual","""2013-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1452,"Plainview","actual","""2012-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1453,"Poblacion","actual","""2020-02-29T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1454,"Hulo","actual","""2010-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1455,"Plainview","actual","""2018-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1457,"Hagdang Bato Itaas","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1458,"Barangka Drive","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2746,"Poblacion","actual","""2015-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1459,"Barangka Drive","actual","""2024-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1460,"Hagdang Bato Libis","actual","""2010-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1461,"Poblacion","actual","""2017-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1462,"Daang Bakal","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1463,"Plainview","actual","""2010-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1465,"Hulo","actual","""2013-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1464,"Highway Hills","actual","""2016-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1466,"Malamig","actual","""2015-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1467,"Pleasant Hills","actual","""2015-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1468,"Barangka Drive","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2756,"Old Zaniga","actual","""2013-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1469,"Addition Hills","actual","""2016-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1470,"Namayan","actual","""2012-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1471,"Daang Bakal","actual","""2011-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1473,"Poblacion","actual","""2016-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1474,"Malamig","actual","""2017-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1475,"Barangka Drive","actual","""2019-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1476,"Harapin ang Bukas","actual","""2011-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2764,"Wack-wack Greenhills","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1478,"Harapin ang Bukas","actual","""2012-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1479,"Barangka Ilaya","actual","""2012-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1477,"Poblacion","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1481,"Plainview","actual","""2019-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1482,"Plainview","actual","""2011-10-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1483,"Barangka Drive","actual","""2011-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1486,"Malamig","actual","""2012-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1485,"San Jose","actual","""2018-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1487,"Malamig","actual","""2015-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1488,"Poblacion","actual","""2021-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2775,"Wack-wack Greenhills","actual","""2019-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1489,"San Jose","actual","""2022-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1491,"Highway Hills","actual","""2022-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1492,"Harapin ang Bukas","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1493,"Addition Hills","actual","""2021-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1495,"Mabini J. Rizal","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1494,"Barangka Itaas","actual","""2017-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1499,"Addition Hills","actual","""2013-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1497,"Addition Hills","actual","""2023-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1498,"Hulo","actual","""2018-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2785,"Old Zaniga","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1501,"Buayang Bato","actual","""2024-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1502,"Mauway","actual","""2018-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1503,"Addition Hills","actual","""2013-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1504,"Pag-asa","actual","""2015-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2790,"Highway Hills","actual","""2024-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1505,"Highway Hills","actual","""2018-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1506,"Poblacion","actual","""2014-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1508,"Barangka Itaas","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2794,"Highway Hills","actual","""2023-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1507,"Malamig","actual","""2021-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1509,"Hagdang Bato Libis","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2796,"Vergara","actual","""2023-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2799,"New Zaniga","actual","""2014-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1510,"Addition Hills","actual","""2021-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1511,"Barangka Drive","actual","""2013-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1512,"Highway Hills","actual","""2016-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1513,"Addition Hills","actual","""2018-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1514,"Pleasant Hills","actual","""2012-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1516,"Plainview","actual","""2015-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
