id,barangay,record_type,date,value,created_at,updated_at
2188,"Wack-wack Greenhills","actual","""2016-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
910,"Poblacion","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2190,"Pag-asa","actual","""2023-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
912,"Hagdang Bato Libis","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2191,"Pag-asa","actual","""2023-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
913,"Mauway","actual","""2017-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
914,"Barangka Itaas","actual","""2013-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
915,"San Jose","actual","""2018-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
916,"Pag-asa","actual","""2023-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1065,"Hagdang Bato Itaas","actual","""2023-09-30T16:00:00.000Z""","1",,
1066,"Wack-Wack Greenhills","actual","""2010-02-28T16:00:00.000Z""","1",,
1072,"Pag-asa","actual","""2022-12-31T16:00:00.000Z""","1",,
1074,"Vergara","actual","""2023-09-30T16:00:00.000Z""","1",,
778,"Poblacion","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
779,"Highway Hills","actual","""2015-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
780,"Barangka Drive","actual","""2016-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
781,"Mauway","actual","""2016-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1086,"Wack-Wack Greenhills","actual","""2014-01-31T16:00:00.000Z""","2",,
782,"Poblacion","actual","""2012-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
917,"Burol","actual","""2015-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
918,"Addition Hills","actual","""2012-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
919,"Mauway","actual","""2024-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
920,"Highway Hills","actual","""2018-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
921,"Namayan","actual","""2016-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1093,"Highway Hills","actual","""2014-02-28T16:00:00.000Z""","1",,
922,"Barangka Drive","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
923,"Barangka Ilaya","actual","""2012-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
924,"Hagdang Bato Itaas","actual","""2023-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
925,"Addition Hills","actual","""2018-05-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
929,"Highway Hills","actual","""2015-03-31T16:00:00.000Z""","5",,"""2025-10-27T01:52:24.405Z"""
926,"Hulo","actual","""2016-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
927,"Buayang Bato","actual","""2016-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
928,"Mauway","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
930,"Barangka Ibaba","actual","""2017-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
931,"Pleasant Hills","actual","""2016-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1105,"Poblacion","actual","""2015-06-30T16:00:00.000Z""","1",,
932,"Plainview","actual","""2012-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2211,"Addition Hills","actual","""2024-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
934,"Hulo","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
933,"Namayan","actual","""2016-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1110,"Wack-Wack Greenhills","actual","""2014-08-31T16:00:00.000Z""","1",,
936,"Vergara","actual","""2024-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2215,"Wack-wack Greenhills","actual","""2021-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2216,"Poblacion","actual","""2015-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
938,"Daang Bakal","actual","""2022-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
939,"Highway Hills","actual","""2016-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
940,"Hulo","actual","""2011-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
941,"Buayang Bato","actual","""2016-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
942,"Highway Hills","actual","""2017-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
943,"Addition Hills","actual","""2010-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
946,"Addition Hills","actual","""2019-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
948,"Barangka Drive","actual","""2018-08-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
2226,"Buayang Bato","actual","""2010-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2227,"Old Zaniga","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2228,"Hulo","actual","""2017-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
949,"Plainview","actual","""2014-06-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
2230,"Wack-wack Greenhills","actual","""2019-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
950,"Highway Hills","actual","""2011-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
951,"Barangka Itaas","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
952,"Plainview","actual","""2022-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
953,"Addition Hills","actual","""2010-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
954,"Highway Hills","actual","""2019-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
955,"Bagong Silang","actual","""2015-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
956,"Harapin ang Bukas","actual","""2015-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
957,"Barangka Ilaya","actual","""2017-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1136,"Wack-Wack Greenhills","actual","""2016-02-29T16:00:00.000Z""","1",,
1137,"New Zañiga","actual","""2024-09-30T16:00:00.000Z""","1",,
958,"Hulo","actual","""2014-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2240,"Highway Hills","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
960,"Hagdang Bato Libis","actual","""2023-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
961,"Barangka Ilaya","actual","""2017-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
962,"Mauway","actual","""2018-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
964,"Barangka Drive","actual","""2015-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
965,"Mauway","actual","""2018-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
967,"Bagong Silang","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
970,"Highway Hills","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
969,"Malamig","actual","""2018-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
971,"Addition Hills","actual","""2015-12-31T16:00:00.000Z""","6",,"""2025-10-27T01:52:24.405Z"""
972,"Namayan","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
974,"Mauway","actual","""2013-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
973,"San Jose","actual","""2022-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2252,"New Zaniga","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
975,"Hulo","actual","""2009-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
976,"Buayang Bato","actual","""2015-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
977,"Buayang Bato","actual","""2014-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
979,"Barangka Ilaya","actual","""2018-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
980,"Malamig","actual","""2020-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1159,"Highway Hills","actual","""2011-12-31T16:00:00.000Z""","1",,
1160,"Wack-Wack Greenhills","actual","""2012-01-31T16:00:00.000Z""","2",,
1161,"Wack-Wack Greenhills","actual","""2015-09-30T16:00:00.000Z""","2",,
2258,"Wack-wack Greenhills","actual","""2019-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2259,"Wack-wack Greenhills","actual","""2014-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
981,"Addition Hills","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1165,"Wack-Wack Greenhills","actual","""2013-07-31T16:00:00.000Z""","1",,
982,"Hulo","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
984,"Addition Hills","actual","""2023-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
986,"Hulo","actual","""2022-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
987,"Daang Bakal","actual","""2018-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
988,"Barangka Drive","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
990,"Mauway","actual","""2015-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
991,"Malamig","actual","""2014-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1173,"Mauway","actual","""2017-08-31T16:00:00.000Z""","1",,
2270,"Wack-wack Greenhills","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1175,"Pleasant Hills","actual","""2016-03-31T16:00:00.000Z""","1",,
994,"Bagong Silang","actual","""2013-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1177,"New Zañiga","actual","""2017-05-31T16:00:00.000Z""","2",,
997,"Barangka Itaas","actual","""2015-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1179,"Old Zañiga","actual","""2014-04-30T16:00:00.000Z""","1",,
995,"Barangka Ibaba","actual","""2023-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
996,"Highway Hills","actual","""2019-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1005,"Highway Hills","actual","""2019-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1183,"Plainview","actual","""2012-10-31T16:00:00.000Z""","1",,
1006,"Plainview","actual","""2018-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1009,"Hulo","actual","""2011-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1186,"Barangka Ibaba","actual","""2023-08-31T16:00:00.000Z""","1",,
2285,"Highway Hills","actual","""2023-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1010,"Malamig","actual","""2024-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1197,"Barangka Ilaya","actual","""2024-07-31T16:00:00.000Z""","1",,
2070,"Wack-wack Greenhills","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2071,"Old Zaniga","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1011,"Barangka Ilaya","actual","""2021-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1012,"Buayang Bato","actual","""2016-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1013,"Addition Hills","actual","""2013-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1016,"Addition Hills","actual","""2014-04-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1017,"Malamig","actual","""2016-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1018,"Barangka Itaas","actual","""2021-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1213,"Malamig","actual","""2010-04-30T16:00:00.000Z""","1",,
1214,"Hulo","actual","""2023-04-30T16:00:00.000Z""","1",,
1215,"Wack-Wack Greenhills","actual","""2014-02-28T16:00:00.000Z""","2",,
1019,"Pag-asa","actual","""2016-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1217,"Highway Hills","actual","""2019-07-31T16:00:00.000Z""","1",,
1021,"Mauway","actual","""2015-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1022,"Barangka Ilaya","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2296,"Old Zaniga","actual","""2015-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2297,"Wack-wack Greenhills","actual","""2017-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1023,"Pleasant Hills","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1024,"Buayang Bato","actual","""2018-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1025,"Highway Hills","actual","""2018-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2301,"Old Zaniga","actual","""2014-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1027,"Barangka Ibaba","actual","""2011-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1028,"Plainview","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1030,"Addition Hills","actual","""2012-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1029,"San Jose","actual","""2020-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1031,"Malamig","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1032,"Poblacion","actual","""2012-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1233,"Wack-Wack Greenhills","actual","""2019-01-31T16:00:00.000Z""","1",,
1033,"Addition Hills","actual","""2023-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1034,"Pleasant Hills","actual","""2019-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1035,"Barangka Ibaba","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1036,"Barangka Drive","actual","""2014-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1039,"Plainview","actual","""2024-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1040,"Barangka Ibaba","actual","""2013-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1041,"Barangka Drive","actual","""2011-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1042,"Mabini J. Rizal","actual","""2016-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1242,"Wack-Wack Greenhills","actual","""2014-12-31T16:00:00.000Z""","1",,
1043,"Pleasant Hills","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1044,"Hulo","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1048,"Barangka Ilaya","actual","""2012-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1045,"Barangka Drive","actual","""2020-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1046,"Plainview","actual","""2018-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1047,"Daang Bakal","actual","""2016-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1249,"Old Zañiga","actual","""2012-03-31T16:00:00.000Z""","2",,
2323,"Old Zaniga","actual","""2011-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1051,"Addition Hills","actual","""2024-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2326,"Wack-wack Greenhills","actual","""2011-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1253,"New Zañiga","actual","""2014-10-31T16:00:00.000Z""","1",,
1254,"Barangka Drive","actual","""2017-10-31T16:00:00.000Z""","1",,
1052,"Highway Hills","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1053,"Malamig","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1054,"Namayan","actual","""2023-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2330,"Old Zaniga","actual","""2017-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2331,"New Zaniga","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1055,"Malamig","actual","""2017-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1056,"Addition Hills","actual","""2014-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1262,"New Zañiga","actual","""2018-05-31T16:00:00.000Z""","1",,
1057,"Hulo","actual","""2016-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2336,"New Zaniga","actual","""2011-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1058,"Barangka Itaas","actual","""2013-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1059,"Addition Hills","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2340,"Wack-wack Greenhills","actual","""2017-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2341,"Mauway","actual","""2017-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2342,"Old Zaniga","actual","""2021-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1060,"Plainview","actual","""2011-07-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1061,"Pag-asa","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1062,"Addition Hills","actual","""2010-12-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1273,"Bagong Silang","actual","""2024-06-30T16:00:00.000Z""","1",,
1274,"Wack-Wack Greenhills","actual","""2018-12-31T16:00:00.000Z""","1",,
2346,"Plainview","actual","""2021-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1063,"Addition Hills","actual","""2012-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2348,"Wack-wack Greenhills","actual","""2016-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1064,"Pag-asa","actual","""2024-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1068,"Addition Hills","actual","""2014-06-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1280,"Barangka Ilaya","actual","""2024-03-31T16:00:00.000Z""","1",,
1067,"Plainview","actual","""2023-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1069,"Plainview","actual","""2022-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1070,"Pag-asa","actual","""2012-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1284,"Wack-Wack Greenhills","actual","""2016-05-31T16:00:00.000Z""","1",,
1285,"Old Zañiga","actual","""2015-03-31T16:00:00.000Z""","2",,
1286,"Old Zañiga","actual","""2011-02-28T16:00:00.000Z""","1",,
2354,"Wack-wack Greenhills","actual","""2012-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1071,"Barangka Ibaba","actual","""2021-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1073,"Barangka Drive","actual","""2015-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1075,"San Jose","actual","""2016-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1076,"Hagdang Bato Libis","actual","""2011-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1292,"New Zañiga","actual","""2016-04-30T16:00:00.000Z""","1",,
1077,"Plainview","actual","""2014-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2359,"Addition Hills","actual","""2023-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1295,"Old Zañiga","actual","""2021-11-30T16:00:00.000Z""","1",,
1078,"Pag-asa","actual","""2010-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1079,"Hagdang Bato Libis","actual","""2023-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1080,"Highway Hills","actual","""2014-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1081,"Poblacion","actual","""2022-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1082,"Barangka Drive","actual","""2017-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1084,"Burol","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1083,"Malamig","actual","""2023-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
6200,"Bagong Silang","actual","""2025-09-30T16:00:00.000Z""","1",,
1305,"Wack-Wack Greenhills","actual","""2019-02-28T16:00:00.000Z""","1",,
1085,"Mauway","actual","""2020-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1087,"San Jose","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1088,"Addition Hills","actual","""2011-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1089,"Barangka Drive","actual","""2020-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1090,"Bagong Silang","actual","""2018-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1091,"Plainview","actual","""2022-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1315,"Wack-Wack Greenhills","actual","""2016-11-30T16:00:00.000Z""","1",,
1319,"Highway Hills","actual","""2023-05-31T16:00:00.000Z""","1",,
1321,"Wack-Wack Greenhills","actual","""2015-10-31T16:00:00.000Z""","1",,
1326,"Old Zañiga","actual","""2013-12-31T16:00:00.000Z""","1",,
783,"Poblacion","actual","""2018-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
784,"Plainview","actual","""2024-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
785,"Mabini J. Rizal","actual","""2011-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1092,"Hulo","actual","""2018-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1094,"Barangka Drive","actual","""2022-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1332,"Wack-Wack Greenhills","actual","""2011-04-30T16:00:00.000Z""","1",,
1095,"Malamig","actual","""2017-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2376,"Old Zaniga","actual","""2012-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2377,"Hulo","actual","""2023-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1096,"Mauway","actual","""2022-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1337,"Pag-asa","actual","""2016-10-31T16:00:00.000Z""","1",,
1097,"Plainview","actual","""2022-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1098,"Hagdang Bato Itaas","actual","""2022-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1099,"Pleasant Hills","actual","""2011-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1100,"Poblacion","actual","""2017-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1101,"Barangka Itaas","actual","""2022-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2383,"New Zaniga","actual","""2016-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1102,"Highway Hills","actual","""2023-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1103,"Mauway","actual","""2013-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1346,"New Zañiga","actual","""2014-12-31T16:00:00.000Z""","1",,
1109,"Highway Hills","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1349,"Wack-Wack Greenhills","actual","""2018-02-28T16:00:00.000Z""","1",,
1106,"Mauway","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1107,"Barangka Drive","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1111,"Mauway","actual","""2012-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2392,"Wack-wack Greenhills","actual","""2019-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1112,"Barangka Itaas","actual","""2010-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1113,"Poblacion","actual","""2014-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2395,"Pag-asa","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1114,"Barangka Drive","actual","""2018-09-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1115,"Namayan","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1359,"Wack-Wack Greenhills","actual","""2012-08-31T16:00:00.000Z""","1",,
1116,"Mauway","actual","""2015-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
