Barangay,Year,Month,Forecast_Month,Predicted_Cases,Lower_Bound,Upper_Bound,Risk_Level,Risk_Flag,Model_Used,Confidence_Interval,Period_Type
Old Zañiga,2022,4,2022-03-31,0.045512,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,5,2022-04-30,0.044345,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,6,2022-05-31,0.043060,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,7,2022-06-30,0.042102,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,8,2022-07-31,0.040973,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,9,2022-08-31,0.039910,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,10,2022-09-30,0.038857,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,11,2022-10-31,0.037854,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2022,12,2022-11-30,0.064370,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2023,1,2022-12-31,0.027801,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2023,2,2023-01-31,0.034507,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2023,3,2023-02-28,0.033614,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2023,4,2023-03-31,0.032746,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2023,5,2023-04-30,0.031897,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Old Zañiga,2025,10,2025-10-01,0.071163,-0.347442,0.758295,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2025,11,2025-11-01,0.071099,-0.347666,0.758689,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2025,12,2025-12-01,0.071164,-0.347811,0.759295,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,1,2026-01-01,0.071164,-0.347996,0.759793,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,2,2026-02-01,0.071164,-0.348180,0.760292,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,3,2026-03-01,0.071164,-0.348365,0.760790,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,4,2026-04-01,0.071574,-0.348300,0.761961,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,5,2026-05-01,0.071305,-0.348653,0.762033,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,6,2026-06-01,0.071232,-0.348883,0.762414,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,7,2026-07-01,0.071211,-0.349080,0.762880,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,8,2026-08-01,0.071206,-0.349267,0.763369,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,9,2026-09-01,0.071204,-0.349452,0.763864,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,10,2026-10-01,0.071204,-0.349636,0.764361,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Old Zañiga,2026,11,2026-11-01,0.071204,-0.399636,0.814361,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Old Zañiga,2026,12,2026-12-01,0.071204,-0.399636,0.814361,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Pag-asa,2010,10,2010-09-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2010,11,2010-10-31,0.961860,,,Medium,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2010,12,2010-11-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,1,2010-12-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,2,2011-01-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,3,2011-02-28,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,4,2011-03-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,5,2011-04-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,6,2011-05-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,7,2011-06-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,8,2011-07-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,9,2011-08-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,10,2011-09-30,0.565215,,,Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,11,2011-10-31,-0.353110,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2011,12,2011-11-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,1,2011-12-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,2,2012-01-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,3,2012-02-29,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,4,2012-03-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,5,2012-04-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,6,2012-05-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,7,2012-06-30,0.078841,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,8,2012-07-31,0.068645,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,9,2012-08-31,0.060464,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,10,2012-09-30,0.053740,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,11,2012-10-31,0.163417,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2012,12,2012-11-30,0.127420,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,1,2012-12-31,0.103887,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,2,2013-01-31,0.186424,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,3,2013-02-28,0.158852,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,4,2013-03-31,0.137632,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,5,2013-04-30,0.120752,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,6,2013-05-31,0.242444,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,7,2013-06-30,0.086085,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,8,2013-07-31,0.077355,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,9,2013-08-31,0.069853,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,10,2013-09-30,0.193459,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,11,2013-10-31,0.138030,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2013,12,2013-11-30,0.119659,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,1,2013-12-31,0.122844,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,2,2014-01-31,0.154746,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,3,2014-02-28,0.137792,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,4,2014-03-31,0.123498,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,5,2014-04-30,0.111272,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,6,2014-05-31,0.182814,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,7,2014-06-30,0.086723,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,8,2014-07-31,0.079005,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,9,2014-08-31,0.072151,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,10,2014-09-30,0.164028,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,11,2014-10-31,0.082815,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2014,12,2014-11-30,0.074381,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,1,2014-12-31,0.050726,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,2,2015-01-31,0.061894,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,3,2015-02-28,0.056287,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,4,2015-03-31,0.094525,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,5,2015-04-30,0.086258,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,6,2015-05-31,0.133357,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,7,2015-06-30,0.069467,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,8,2015-07-31,0.102815,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,9,2015-08-31,0.094339,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,10,2015-09-30,0.194983,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,11,2015-10-31,0.182044,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2015,12,2015-11-30,0.165147,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,1,2015-12-31,0.230024,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,2,2016-01-31,0.222288,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,3,2016-02-29,0.147112,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,4,2016-03-31,0.187876,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,5,2016-04-30,0.171843,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,6,2016-05-31,0.198880,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,7,2016-06-30,0.089742,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,8,2016-07-31,0.133413,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,9,2016-08-31,0.107463,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,10,2016-09-30,0.145724,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,11,2016-10-31,0.165972,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2016,12,2016-11-30,0.063382,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,1,2016-12-31,0.175079,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,2,2017-01-31,0.169507,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,3,2017-02-28,0.116274,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,4,2017-03-31,0.144591,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,5,2017-04-30,0.132859,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,6,2017-05-31,0.151397,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,7,2017-06-30,0.109540,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,8,2017-07-31,0.074242,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,9,2017-08-31,0.092217,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,10,2017-09-30,0.118595,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,11,2017-10-31,0.063697,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2017,12,2017-11-30,0.033951,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,1,2017-12-31,0.114255,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,2,2018-01-31,0.111577,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,3,2018-02-28,0.075027,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,4,2018-03-31,0.095980,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,5,2018-04-30,0.088485,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,6,2018-05-31,0.034143,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,7,2018-06-30,0.050501,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,8,2018-07-31,0.027882,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,9,2018-08-31,0.042556,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,10,2018-09-30,0.062981,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,11,2018-10-31,0.025394,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2018,12,2018-11-30,0.005658,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,1,2018-12-31,0.100070,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,2,2019-01-31,0.096986,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,3,2019-02-28,0.069045,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,4,2019-03-31,0.083496,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,5,2019-04-30,0.077077,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,6,2019-05-31,0.036038,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,7,2019-06-30,0.047397,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,8,2019-07-31,0.029874,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,9,2019-08-31,0.040099,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,10,2019-09-30,0.054567,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,11,2019-10-31,0.026390,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2019,12,2019-11-30,-0.056171,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,1,2019-12-31,0.057874,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,2,2020-01-31,0.056874,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,3,2020-02-29,0.037827,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,4,2020-03-31,0.049276,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,5,2020-04-30,0.045564,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,6,2020-05-31,0.016541,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,7,2020-06-30,0.025602,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,8,2020-07-31,0.013478,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,9,2020-08-31,0.021619,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,10,2020-09-30,0.032804,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,11,2020-10-31,0.012654,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2020,12,2020-11-30,-0.048350,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,1,2020-12-31,0.036775,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,2,2021-01-31,0.036511,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,3,2021-02-28,0.022948,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,4,2021-03-31,0.031757,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,5,2021-04-30,0.029392,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,6,2021-05-31,0.008294,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,7,2021-06-30,0.015301,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,8,2021-07-31,0.006597,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,9,2021-08-31,0.012887,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,10,2021-09-30,0.021400,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,11,2021-10-31,0.006676,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2021,12,2021-11-30,-0.038835,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,1,2021-12-31,0.024949,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,2,2022-01-31,0.024937,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,3,2022-02-28,0.015058,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,4,2022-03-31,0.021743,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,5,2022-04-30,0.020134,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,6,2022-05-31,0.004586,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,7,2022-06-30,0.009922,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,8,2022-07-31,0.003549,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,9,2022-08-31,0.008338,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,10,2022-09-30,0.014764,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,11,2022-10-31,0.003885,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2022,12,2022-11-30,-0.030197,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,1,2022-12-31,0.017645,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,2,2023-01-31,0.050314,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,3,2023-02-28,0.073706,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,4,2023-03-31,0.074270,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,5,2023-04-30,0.068649,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,6,2023-05-31,0.052465,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,7,2023-06-30,0.052962,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,8,2023-07-31,0.044601,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,9,2023-08-31,0.045190,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,10,2023-09-30,0.080728,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,11,2023-10-31,0.066925,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2023,12,2023-11-30,0.034992,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,1,2023-12-31,0.027241,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,2,2024-01-31,0.024237,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,3,2024-02-29,0.090541,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,4,2024-03-31,0.088306,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,5,2024-04-30,0.081588,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,6,2024-05-31,0.067059,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,7,2024-06-30,0.065360,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2024,8,2024-07-31,0.057111,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Pag-asa,2025,10,2025-10-01,0.051470,-0.342226,0.680806,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2025,11,2025-11-01,-0.009435,-0.380424,0.583695,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2025,12,2025-12-01,0.017870,-0.363439,0.627589,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,1,2026-01-01,0.016896,-0.364137,0.626258,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,2,2026-02-01,0.048640,-0.344374,0.677245,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,3,2026-03-01,0.049435,-0.343959,0.678725,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,4,2026-04-01,0.048029,-0.344914,0.676674,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,5,2026-05-01,0.042728,-0.348300,0.668378,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,6,2026-06-01,0.043109,-0.348131,0.669163,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,7,2026-07-01,-0.006332,-0.379089,0.590206,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,8,2026-08-01,0.004508,-0.372616,0.608324,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,9,2026-09-01,0.035397,-0.353365,0.657886,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,10,2026-10-01,0.032093,-0.355467,0.652695,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Pag-asa,2026,11,2026-11-01,0.032093,-0.405467,0.702695,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Pag-asa,2026,12,2026-12-01,0.032093,-0.405467,0.702695,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Plainview,2010,1,2009-12-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,2,2010-01-31,0.990345,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,3,2010-02-28,1.000000,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,4,2010-03-31,0.009725,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,5,2010-04-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,6,2010-05-31,1.954333,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,7,2010-06-30,1.011355,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,8,2010-07-31,0.009725,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,9,2010-08-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,10,2010-09-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,11,2010-10-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2010,12,2010-11-30,0.980737,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,1,2010-12-31,0.015475,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,2,2011-01-31,0.000079,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,3,2011-02-28,-0.011293,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,4,2011-03-31,0.395565,,,Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,5,2011-04-30,0.280865,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,6,2011-05-31,0.415903,,,Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,7,2011-06-30,0.507655,,,Low,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,8,2011-07-31,0.858932,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,9,2011-08-31,1.189659,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,10,2011-09-30,1.312948,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,11,2011-10-31,1.426742,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2011,12,2011-11-30,1.554729,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,1,2011-12-31,1.773944,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,2,2012-01-31,2.208902,,,High,true,SARIMAX (fitted),,historical_fitted
Plainview,2012,3,2012-02-29,1.624397,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,4,2012-03-31,2.128586,,,High,true,SARIMAX (fitted),,historical_fitted
Plainview,2012,5,2012-04-30,1.632708,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,6,2012-05-31,1.653033,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,7,2012-06-30,1.265705,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,8,2012-07-31,1.336806,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,9,2012-08-31,1.538061,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,10,2012-09-30,1.575829,,,High,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,11,2012-10-31,1.391889,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2012,12,2012-11-30,1.242507,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,1,2012-12-31,1.454241,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,2,2013-01-31,1.471015,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,3,2013-02-28,1.051194,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,4,2013-03-31,1.495906,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,5,2013-04-30,1.067840,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,6,2013-05-31,1.261452,,,Medium,false,SARIMAX (fitted),,historical_fitted
Plainview,2013,7,2013-06-30,1.045924,,,Medium,false,SARIMAX (fitted),,historical_fitted
